,date,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car,station_id,region_id,region_name,latitude,longitude,province_id,province_name,month
1190,2020-02-01,23.4,33.8,26.9,86,1.2,0.0,4.0,340.0,2.0,E ,96653,327,Kab. Barito Selatan,-1.67,114.9,21,Kalimantan Tengah,02
1191,2020-02-01,24.0,33.4,27.8,81,0.0,1.0,5.0,60.0,2.0,NE,96685,349,Kota Banjarmasin,-3.442,114.754,22,Kalimantan Selatan,02
1192,2020-02-01,21.6,31.2,25.7,88,0.0,7.0,4.0,30.0,2.0,N ,96535,310,Kab. Sambas,1.74,109.3,20,Kalimantan Barat,02
1193,2020-02-01,21.8,32.6,26.7,84,0.0,2.0,3.0,30.0,1.0,C ,96559,314,Kab. Sintang,0.06,111.47,20,Kalimantan Barat,02
1194,2020-02-01,24.8,29.6,26.1,93,42.9,0.4,4.0,20.0,2.0,SE,96741,154,Kota Adm. Jakarta Utara,-6.10781,106.88053,11,DKI Jakarta,02
1195,2020-02-01,23.6,29.2,25.4,97,99.5,0.0,2.0,90.0,0.0,C ,96735,266,Kota Tangerang,-6.1,106.38,16,Banten,02
1196,2020-02-01,23.4,31.2,27.2,85,22.0,1.5,4.0,310.0,1.0,C ,96737,268,Kota Serang,-6.11185,106.11,16,Banten,02
1197,2020-02-01,24.2,31.0,27.6,86,0.0,0.0,9.0,80.0,4.0,N ,96633,361,Kota Balikpapan,-1.26,116.9,23,Kalimantan Timur,02
1198,2020-02-01,23.2,32.6,27.9,84,103.9,7.4,4.0,30.0,2.0,C ,96645,324,Kab. Kotawaringin Barat,-2.73,111.66,21,Kalimantan Tengah,02
2185,2020-03-01,25.8,32.0,27.7,84,9.6,3.5,9.0,10.0,2.0,C ,96685,349,Kota Banjarmasin,-3.442,114.754,22,Kalimantan Selatan,03
2186,2020-03-01,23.6,31.8,26.4,92,17.4,2.1,4.0,50.0,1.0,C ,96653,327,Kab. Barito Selatan,-1.67,114.9,21,Kalimantan Tengah,03
2187,2020-03-01,24.4,29.2,25.9,94,16.6,5.3,3.0,40.0,1.0,C ,96655,337,Kota Palangkaraya,-2.22,113.95,21,Kalimantan Tengah,03
2188,2020-03-01,24.3,32.4,26.9,91,55.0,9.3,3.0,330.0,1.0,C ,96645,324,Kab. Kotawaringin Barat,-2.73,111.66,21,Kalimantan Tengah,03
2189,2020-03-01,23.9,31.0,26.4,91,24.4,4.8,4.0,50.0,1.0,C ,96651,325,Kab. Kotawaringin Timur,-2.55,112.93,21,Kalimantan Tengah,03
2190,2020-03-01,26.0,34.0,29.1,80,0.0,7.0,7.0,70.0,4.0,NE,96633,361,Kota Balikpapan,-1.26,116.9,23,Kalimantan Timur,03
2191,2020-03-01,26.0,29.8,27.6,89,22.1,0.0,6.0,280.0,2.0,N ,96741,154,Kota Adm. Jakarta Utara,-6.10781,106.88053,11,DKI Jakarta,03
2192,2020-03-01,24.6,30.2,27.4,92,17.4,0.8,2.0,350.0,1.0,N ,96735,266,Kota Tangerang,-6.1,106.38,16,Banten,03
2193,2020-03-01,25.4,30.8,27.2,92,30.5,0.0,4.0,310.0,1.0,C ,96737,268,Kota Serang,-6.11185,106.11,16,Banten,03
2194,2020-03-01,25.5,32.5,29.0,79,0.0,5.1,7.0,330.0,2.0,N ,96695,339,Kab. Kotabaru,-3.3,116.17,22,Kalimantan Selatan,03
2195,2020-03-01,24.8,29.8,27.4,90,21.5,0.0,4.0,260.0,2.0,W ,96733,269,Kota Tangerang Selata,-6.26151,106.75084,16,Banten,03
2196,2020-03-01,23.5,33.7,27.9,85,0.6,4.0,3.0,180.0,1.0,C ,96565,315,Kab. Kapuas Hulu,0.84,112.93,20,Kalimantan Barat,03
2197,2020-03-01,25.2,31.9,27.2,90,0.0,4.1,3.0,260.0,2.0,W ,96583,311,Kab. Pontianak,0.075,109.19,20,Kalimantan Barat,03
2198,2020-03-01,24.9,33.5,28.7,85,0.0,1.8,3.0,10.0,2.0,N ,96557,319,Kab. Melawi,-0.42,111.47,20,Kalimantan Barat,03
2199,2020-03-01,23.8,31.9,27.6,88,0.0,0.3,3.0,350.0,1.0,C ,96559,314,Kab. Sintang,0.06,111.47,20,Kalimantan Barat,03
2200,2020-03-01,23.7,31.6,26.7,89,47.9,5.7,2.0,240.0,0.0,C ,96595,328,Kab. Barito Utara,-0.56,114.53,21,Kalimantan Tengah,03
2201,2020-03-01,24.6,35.0,30.1,73,0.0,5.0,4.0,270.0,2.0,NW,96607,362,Kota Samarinda,-0.48,117.16,23,Kalimantan Timur,03
2202,2020-03-01,25.6,32.4,28.6,84,0.0,6.1,5.0,330.0,2.0,NW,96615,313,Kab. Ketapang,-1.8,109.97,20,Kalimantan Barat,03
2203,2020-03-01,23.2,31.8,27.7,85,44.9,6.2,2.0,20.0,0.0,C ,97692,460,Kab. Jayapura,-2.59231,140.16792,32,Papua,03
2204,2020-03-01,25.6,32.8,28.1,82,2.8,7.8,4.0,310.0,2.0,NW,97682,461,Kab. Nabire,-3.3521,135.52,32,Papua,03
2205,2020-03-01,24.6,35.1,27.9,76,0.0,3.2,6.0,290.0,1.0,C ,97690,460,Kab. Jayapura,-2.57,140.48,32,Papua,03
2208,2020-03-01,24.3,34.0,28.6,79,32.0,8.5,4.0,120.0,1.0,C ,97796,466,Kab. Mimika,-4.53006,136.89348,32,Papua,03
2209,2020-03-01,25.8,31.4,28.5,82,14.3,2.0,4.0,300.0,2.0,C ,97980,458,Kab. Merauke,-8.52019,140.41568,32,Papua,03
2219,2020-03-01,23.6,30.9,27.1,84,1.8,1.3,5.0,180.0,2.0,S ,97630,489,Kab. Fak Fak,-2.91938,132.26496,33,Papua Barat,03
2221,2020-03-01,25.1,33.5,28.9,82,0.0,1.2,3.0,170.0,1.0,C ,97760,494,Kab. Kaimana,-3.67,133.75,33,Papua Barat,03
2223,2020-03-01,26.0,31.4,28.1,86,17.5,6.0,6.0,40.0,3.0,E ,97698,486,Kota Jayapura,-2.53,140.72,32,Papua,03
2227,2020-03-01,26.4,34.3,29.5,75,0.0,10.1,5.0,110.0,3.0,NW,96503,505,Kab. Nunukan,4.13,117.67,34,Kalimantan Utara,03
2228,2020-03-01,25.0,32.8,27.9,84,7.0,3.5,6.0,330.0,3.0,NW,96295,124,Kab. Lampung Selatan,-5.16,105.11,8,Lampung,03
2229,2020-03-01,26.0,32.4,29.0,81,5.0,6.5,4.0,320.0,1.0,C ,96509,507,Kota Tarakan,3.33,117.57,34,Kalimantan Utara,03
2230,2020-03-01,23.0,34.2,27.2,90,4.0,3.0,2.0,360.0,1.0,C ,96529,353,Kab. Berau,2.14562,117.43375,23,Kalimantan Timur,03
2231,2020-03-01,24.4,33.4,28.6,82,63.4,3.9,4.0,172.0,3.0,E ,96223,110,Kota Palembang,-2.92732,104.77197,6,Sumatera Selatan,03
2233,2020-03-01,24.0,33.4,28.8,80,7.2,3.0,6.0,280.0,3.0,N ,96221,110,Kota Palembang,-2.89468,104.70129,6,Sumatera Selatan,03
2234,2020-03-01,21.0,30.1,25.1,88,18.4,3.0,4.0,184.0,2.0,S ,96257,121,Kab. Kepahiang,-3.55,102.589,7,Bengkulu,03
2235,2020-03-01,25.0,32.5,27.2,86,21.3,3.8,4.0,60.0,3.0,NE,96255,123,Kota Bengkulu,-3.8652,102.3119,7,Bengkulu,03
2236,2020-03-01,25.0,32.2,28.2,84,3.5,0.8,3.0,120.0,2.0,N ,96291,132,Kab. Pesawaran,-5.17236,105.18,8,Lampung,03
2237,2020-03-01,26.5,34.4,28.9,78,0.7,7.0,7.0,225.0,3.0,C ,96293,136,Kota Bandar Lampung,-5.4721,105.321,8,Lampung,03
2238,2020-03-01,23.0,34.2,27.8,77,0.0,8.3,3.0,60.0,1.0,C ,96171,77,Kab. Indragiri Hulu,-0.33,102.32,4,Riau,03
2239,2020-03-01,25.0,33.0,28.2,77,0.0,7.0,5.0,350.0,2.0,N ,96195,97,Kota Jambi,-1.63368,103.64,5,Jambi,03
2240,2020-03-01,23.4,32.4,27.2,83,0.0,6.6,3.0,360.0,1.0,C ,96191,92,Kab. Muaro Jambi,-1.6019,103.48444,5,Jambi,03
2241,2020-03-01,23.4,33.0,27.0,83,14.6,3.3,6.0,240.0,2.0,N ,96253,123,Kota Bengkulu,-3.8582,102.3367,7,Bengkulu,03
2242,2020-03-01,25.4,33.0,28.6,85,0.0,5.8,4.0,50.0,1.0,C ,96075,27,Kab. Nias,1.1649,97.7036,2,Sumatera Utara,03
2243,2020-03-01,23.4,34.8,28.7,81,0.0,8.1,5.0,100.0,1.0,C ,96073,24,Kab. Tapanuli Tengah,1.55,98.88,2,Sumatera Utara,03
2244,2020-03-01,26.2,31.0,28.0,81,0.0,0.0,7.0,100.0,4.0,E ,96001,20,Kota Sabang,5.87655,95.33785,1,Nanggroe Aceh Darussalam,03
2245,2020-03-01,25.2,31.8,27.8,86,0.0,7.1,4.0,50.0,2.0,NE,96009,8,Kab. Aceh Utara,5.22869,96.94749,1,Nanggroe Aceh Darussalam,03
2247,2020-03-01,22.6,33.6,26.9,84,0.0,6.2,3.0,30.0,1.0,C ,96107,76,Kab. Kampar,0.407,101.217,4,Riau,03
2248,2020-03-01,24.8,32.7,27.6,88,23.9,8.9,5.0,220.0,1.0,C ,96163,61,Kab. Padang Pariaman,-0.79355,100.28917,3,Sumatera Barat,03
2251,2020-03-01,23.2,32.8,28.8,78,0.0,7.6,4.0,100.0,2.0,SE,96017,6,Kab. Aceh Besar,5.404,95.464,1,Nanggroe Aceh Darussalam,03
2252,2020-03-01,24.5,32.9,28.5,84,0.0,8.0,4.0,250.0,2.0,NE,96015,15,Kab. Nagan Raya,4.04928,96.24796,1,Nanggroe Aceh Darussalam,03
2253,2020-03-01,24.4,32.8,28.7,82,0.0,5.4,3.0,300.0,1.0,C ,96041,49,Kota Medan,3.5397,98.64,2,Sumatera Utara,03
2254,2020-03-01,22.2,30.7,26.0,82,0.0,7.4,6.0,80.0,2.0,E ,96071,43,Kab. Padang Lawas Utara,1.55,99.45,2,Sumatera Utara,03
2255,2020-03-01,19.8,29.8,23.2,90,19.5,3.1,4.0,50.0,1.0,C ,97124,408,Kab. Tana Toraja,-3.04524,119.81885,26,Sulawesi Selatan,03
2256,2020-03-01,23.2,34.8,27.0,84,7.9,2.3,4.0,30.0,1.0,C ,97126,409,Kab. Luwu Utara,-2.55472,120.32422,26,Sulawesi Selatan,03
2257,2020-03-01,26.4,34.1,28.0,90,9.4,6.1,3.0,230.0,1.0,C ,97142,415,Kab. Kolaka,-4.18059,121.61077,27,Sulawesi Tenggara,03
2258,2020-03-01,26.2,30.2,27.4,88,13.8,9.9,4.0,60.0,1.0,C ,97016,377,Kota Bitung,1.4431,125.1797,24,Sulawesi Utara,03
2259,2020-03-01,24.4,28.6,25.6,97,11.6,6.8,1.0,90.0,0.0,C ,97012,370,Kab. Minahasa Utara,1.54585,124.9233,24,Sulawesi Utara,03
2260,2020-03-01,25.2,26.7,25.7,96,15.9,5.8,3.0,100.0,1.0,C ,97014,376,Kota Manado,1.54575,124.9234,24,Sulawesi Utara,03
2261,2020-03-01,26.4,31.2,28.3,89,1.0,3.4,3.0,120.0,1.0,C ,97144,425,Kota Kendari,-3.9701,122.5895,27,Sulawesi Tenggara,03
2262,2020-03-01,24.6,31.0,27.5,86,3.5,3.6,3.0,310.0,1.0,C ,97180,399,Kab. Maros,-5.07,119.55,26,Sulawesi Selatan,03
2263,2020-03-01,25.0,30.4,27.6,88,2.5,2.5,4.0,320.0,1.0,W ,97184,399,Kab. Maros,-4.9308,119.572,26,Sulawesi Selatan,03
2264,2020-03-01,26.0,32.0,28.5,81,0.0,5.6,6.0,200.0,2.0,NW,97182,412,Kota Makassar,-5.11375,119.41983,26,Sulawesi Selatan,03
2265,2020-03-01,26.6,31.1,27.4,88,1.5,7.7,6.0,240.0,3.0,N ,97230,272,Kab. Badung,-8.75,115.17,17,Bali,03
2266,2020-03-01,21.9,24.8,23.0,95,16.4,7.1,5.0,340.0,3.0,N ,97010,376,Kota Manado,1.4434,124.8389,24,Sulawesi Utara,03
2267,2020-03-01,24.0,31.7,27.1,90,3.7,0.7,3.0,60.0,2.0,NW,96987,233,Kab. Banyuwangi,-8.215,114.3553,15,Jawa Timur,03
2268,2020-03-01,21.6,27.4,23.4,92,8.0,4.9,3.0,360.0,1.0,N ,96975,241,Kab. Nganjuk,-7.73486,111.76682,15,Jawa Timur,03
2269,2020-03-01,25.6,28.3,26.6,90,10.5,2.4,5.0,80.0,2.0,C ,97008,367,Kab. Kepulauan Sangihe,3.68594,125.52881,24,Sulawesi Utara,03
2270,2020-03-01,25.0,35.6,28.5,76,0.0,9.2,6.0,360.0,2.0,N ,97072,390,Kota Palu,-0.91589,119.90554,25,Sulawesi Tengah,03
2271,2020-03-01,23.6,33.4,28.1,82,0.0,2.0,5.0,30.0,1.0,C ,97096,381,Kab. Poso,-1.42038,120.65701,25,Sulawesi Tengah,03
2272,2020-03-01,26.3,31.5,28.1,85,0.0,7.5,3.0,260.0,1.0,C ,96933,260,Kota Surabaya,-7.2236,112.7239,15,Jawa Timur,03
2273,2020-03-01,25.4,29.6,28.2,87,25.7,2.3,6.0,250.0,2.0,C ,96925,248,Kab. Gresik,-5.8511,112.6578,15,Jawa Timur,03
2274,2020-03-01,24.4,30.0,25.5,95,1.8,5.4,2.0,180.0,0.0,C ,96855,222,Kab. Sleman,-7.82,110.3,14,DI Yogyakarta,03
2275,2020-03-01,25.7,30.8,26.9,91,21.5,6.2,8.0,340.0,2.0,W ,96837,216,Kota Semarang,-6.9486,110.4199,13,Jawa Tengah,03
2276,2020-03-01,25.0,30.8,26.5,92,44.7,6.0,6.0,360.0,2.0,C ,96839,216,Kota Semarang,-6.97683,110.3778,13,Jawa Tengah,03
2277,2020-03-01,23.7,30.0,24.5,96,59.5,4.0,3.0,300.0,0.0,C ,96851,222,Kab. Sleman,-7.731,110.354,14,DI Yogyakarta,03
2278,2020-03-01,24.0,31.4,25.6,89,5.5,5.0,3.0,270.0,1.0,W ,96949,230,Kab. Malang,-8.15,112.45,15,Jawa Timur,03
2279,2020-03-01,26.0,29.8,27.0,91,0.0,3.8,12.0,290.0,2.0,C ,96973,252,Kab. Sumenep,-7.03976,113.914,15,Jawa Timur,03
2280,2020-03-01,21.2,28.4,23.7,91,5.4,6.7,3.0,90.0,1.0,C ,96943,230,Kab. Malang,-7.9008,112.5979,15,Jawa Timur,03
2281,2020-03-01,26.0,31.6,27.5,90,12.0,7.0,9.0,320.0,2.0,C ,96797,211,Kab. Tegal,-6.86817,109.12103,13,Jawa Tengah,03
2282,2020-03-01,25.8,33.4,27.1,90,23.7,9.4,4.0,350.0,1.0,C ,96805,184,Kab. Cilacap,-7.7189,109.0149,13,Jawa Tengah,03
2283,2020-03-01,24.3,30.9,26.9,92,17.1,4.3,4.0,300.0,1.0,C ,96791,167,Kab. Majalengka,-6.7344,108.263,12,Jawa Barat,03
2284,2020-03-01,24.8,29.8,26.4,94,48.4,6.4,6.0,310.0,2.0,C ,96835,216,Kota Semarang,-6.9847,110.3812,13,Jawa Tengah,03
2285,2020-03-01,20.0,24.2,21.6,97,33.8,2.8,2.0,310.0,0.0,C ,96751,158,Kab. Bogor,-6.7,106.85,12,Jawa Barat,03
2286,2020-03-01,23.2,30.0,26.2,92,120.6,3.3,4.0,360.0,1.0,C ,96753,175,Kota Bogor,-6.5,106.75,12,Jawa Barat,03
2287,2020-03-01,23.6,30.6,27.6,89,27.8,8.0,5.0,330.0,2.0,S ,96749,266,Kota Tangerang,-6.12,106.65,16,Banten,03
2288,2020-03-01,25.6,31.8,27.7,89,12.0,0.0,6.0,320.0,2.0,NW,96745,153,Kota Adm. Jakarta Pusat,-6.15559,106.84,11,DKI Jakarta,03
2289,2020-03-01,26.4,31.3,27.9,86,0.0,5.7,5.0,30.0,2.0,NW,96937,260,Kota Surabaya,-7.2053,112.7353,15,Jawa Timur,03
2290,2020-03-01,25.8,29.8,27.3,85,0.0,6.6,6.0,290.0,3.0,W ,96939,246,Kab. Tuban,-6.8229,111.99177,15,Jawa Timur,03
3266,2020-04-01,24.6,31.6,28.3,86,14.4,5.2,3.0,350.0,2.0,C ,96835,216,Kota Semarang,-6.9847,110.3812,13,Jawa Tengah,04
3267,2020-04-01,23.8,33.3,27.7,91,34.0,5.9,3.0,300.0,1.0,C ,96791,167,Kab. Majalengka,-6.7344,108.263,12,Jawa Barat,04
3268,2020-04-01,27.0,32.6,29.5,76,0.0,5.4,4.0,40.0,1.0,C ,96933,260,Kota Surabaya,-7.2236,112.7239,15,Jawa Timur,04
3269,2020-04-01,23.4,31.4,26.6,88,44.2,5.5,2.0,340.0,0.0,C ,96855,222,Kab. Sleman,-7.82,110.3,14,DI Yogyakarta,04
3270,2020-04-01,25.2,31.8,28.1,80,21.5,6.4,5.0,310.0,1.0,C ,96745,153,Kota Adm. Jakarta Pusat,-6.15559,106.84,11,DKI Jakarta,04
3271,2020-04-01,25.8,30.6,28.2,84,0.0,6.4,3.0,60.0,1.0,SW,96939,246,Kab. Tuban,-6.8229,111.99177,15,Jawa Timur,04
3272,2020-04-01,26.2,32.8,28.9,82,1.7,6.7,3.0,80.0,1.0,E ,96935,238,Kab. Sidoarjo,-7.3846,112.7833,15,Jawa Timur,04
3273,2020-04-01,26.6,35.2,29.0,81,0.5,6.3,3.0,90.0,1.0,C ,96937,260,Kota Surabaya,-7.2053,112.7353,15,Jawa Timur,04
3274,2020-04-01,17.2,26.4,23.0,88,0.0,6.2,3.0,80.0,1.0,C ,96945,237,Kab. Pasuruan,-7.70456,112.63533,15,Jawa Timur,04
3275,2020-04-01,23.2,31.6,25.9,86,20.5,4.5,3.0,135.0,1.0,C ,96949,230,Kab. Malang,-8.15,112.45,15,Jawa Timur,04
3276,2020-04-01,25.4,30.2,28.0,89,24.8,3.2,5.0,20.0,1.0,C ,96973,252,Kab. Sumenep,-7.03976,113.914,15,Jawa Timur,04
3277,2020-04-01,21.4,29.2,24.9,81,0.6,6.3,6.0,50.0,2.0,C ,96943,230,Kab. Malang,-7.9008,112.5979,15,Jawa Timur,04
3278,2020-04-01,19.4,27.0,22.1,88,32.0,4.7,2.0,240.0,0.0,C ,96751,158,Kab. Bogor,-6.7,106.85,12,Jawa Barat,04
3279,2020-04-01,20.2,29.6,24.3,83,48.0,5.5,3.0,90.0,1.0,C ,96783,177,Kota Bandung,-6.88356,107.59733,12,Jawa Barat,04
3280,2020-04-01,25.4,32.7,28.2,82,0.0,6.2,3.0,30.0,2.0,N ,96837,216,Kota Semarang,-6.9486,110.4199,13,Jawa Tengah,04
3281,2020-04-01,22.9,30.4,25.7,89,61.3,5.8,3.0,130.0,1.0,C ,96851,222,Kab. Sleman,-7.731,110.354,14,DI Yogyakarta,04
3282,2020-04-01,24.6,31.6,28.3,76,3.4,5.2,4.0,20.0,2.0,C ,96839,216,Kota Semarang,-6.97683,110.3778,13,Jawa Tengah,04
3283,2020-04-01,22.1,32.6,26.4,85,0.0,6.0,3.0,210.0,0.0,C ,96167,61,Kab. Padang Pariaman,-0.54549,100.29786,3,Sumatera Barat,04
3284,2020-04-01,24.8,34.2,28.7,82,7.4,0.2,3.0,250.0,1.0,C ,96171,77,Kab. Indragiri Hulu,-0.33,102.32,4,Riau,04
3286,2020-04-01,23.6,32.4,28.1,82,4.3,1.5,5.0,210.0,2.0,NE,96253,123,Kota Bengkulu,-3.8582,102.3367,7,Bengkulu,04
3287,2020-04-01,24.9,32.1,28.0,83,11.1,2.5,4.0,310.0,2.0,SW,96255,123,Kota Bengkulu,-3.8652,102.3119,7,Bengkulu,04
3288,2020-04-01,21.4,30.6,25.0,83,26.0,2.5,5.0,229.0,2.0,SW,96257,121,Kab. Kepahiang,-3.55,102.589,7,Bengkulu,04
3289,2020-04-01,25.0,33.6,27.5,84,0.8,3.2,8.0,180.0,1.0,C ,96293,136,Kota Bandar Lampung,-5.4721,105.321,8,Lampung,04
3290,2020-04-01,23.6,32.2,26.0,91,3.5,8.2,1.0,90.0,0.0,C ,96291,132,Kab. Pesawaran,-5.17236,105.18,8,Lampung,04
3291,2020-04-01,24.8,33.0,28.5,85,0.5,2.8,3.0,90.0,1.0,C ,96191,92,Kab. Muaro Jambi,-1.6019,103.48444,5,Jambi,04
3292,2020-04-01,24.4,34.2,28.6,80,9.2,2.9,4.0,20.0,2.0,N ,96195,97,Kota Jambi,-1.63368,103.64,5,Jambi,04
3293,2020-04-01,24.6,32.8,28.5,81,0.0,0.0,4.0,300.0,2.0,C ,96509,507,Kota Tarakan,3.33,117.57,34,Kalimantan Utara,04
3296,2020-04-01,23.4,32.4,27.5,83,40.5,4.9,3.0,300.0,2.0,W ,96221,110,Kota Palembang,-2.89468,104.70129,6,Sumatera Selatan,04
3297,2020-04-01,23.5,33.1,28.1,81,5.8,0.2,6.0,110.0,3.0,E ,96503,505,Kab. Nunukan,4.13,117.67,34,Kalimantan Utara,04
3298,2020-04-01,25.0,32.2,28.2,80,4.4,6.3,3.0,290.0,1.0,C ,96733,269,Kota Tangerang Selata,-6.26151,106.75084,16,Banten,04
3299,2020-04-01,25.1,32.1,27.8,84,5.8,4.4,3.0,330.0,1.0,NW,96695,339,Kab. Kotabaru,-3.3,116.17,22,Kalimantan Selatan,04
3300,2020-04-01,23.5,34.9,27.3,84,0.0,8.3,4.0,270.0,1.0,C ,96565,315,Kab. Kapuas Hulu,0.84,112.93,20,Kalimantan Barat,04
3301,2020-04-01,24.3,33.2,27.8,84,0.0,11.3,3.0,260.0,1.0,SW,96583,311,Kab. Pontianak,0.075,109.19,20,Kalimantan Barat,04
3302,2020-04-01,24.0,34.6,28.6,77,0.0,10.5,5.0,250.0,1.0,C ,96581,321,Kab. Kubu Raya,-0.14206,109.45,20,Kalimantan Barat,04
3303,2020-04-01,24.1,35.2,27.8,87,0.0,9.1,3.0,20.0,1.0,C ,96557,319,Kab. Melawi,-0.42,111.47,20,Kalimantan Barat,04
3304,2020-04-01,23.1,33.9,28.2,82,0.0,10.2,3.0,280.0,1.0,E ,96535,310,Kab. Sambas,1.74,109.3,20,Kalimantan Barat,04
3305,2020-04-01,23.5,33.5,28.1,87,0.0,8.4,3.0,280.0,1.0,C ,96559,314,Kab. Sintang,0.06,111.47,20,Kalimantan Barat,04
3306,2020-04-01,25.0,32.6,28.6,78,0.8,7.2,4.0,260.0,1.0,C ,96735,266,Kota Tangerang,-6.1,106.38,16,Banten,04
3307,2020-04-01,24.8,34.2,28.5,80,0.8,5.1,3.0,300.0,1.0,W ,96737,268,Kota Serang,-6.11185,106.11,16,Banten,04
3308,2020-04-01,23.1,33.6,27.4,84,11.7,5.2,3.0,210.0,0.0,C ,96595,328,Kab. Barito Utara,-0.56,114.53,21,Kalimantan Tengah,04
3309,2020-04-01,25.5,33.3,29.0,80,0.0,8.4,4.0,220.0,1.0,C ,96615,313,Kab. Ketapang,-1.8,109.97,20,Kalimantan Barat,04
3310,2020-04-01,24.2,32.0,27.5,82,4.5,6.1,5.0,230.0,2.0,SW,96607,362,Kota Samarinda,-0.48,117.16,23,Kalimantan Timur,04
3311,2020-04-01,22.4,29.2,26.1,93,82.0,4.7,6.0,70.0,3.0,E ,96633,361,Kota Balikpapan,-1.26,116.9,23,Kalimantan Timur,04
3312,2020-04-01,24.6,32.8,27.1,86,0.0,3.9,3.0,250.0,1.0,C ,96651,325,Kab. Kotawaringin Timur,-2.55,112.93,21,Kalimantan Tengah,04
3313,2020-04-01,22.2,33.2,27.6,84,1.5,3.0,2.0,220.0,1.0,C ,96653,327,Kab. Barito Selatan,-1.67,114.9,21,Kalimantan Tengah,04
3314,2020-04-01,24.4,32.4,27.4,86,9.9,2.3,4.0,200.0,2.0,NE,96685,349,Kota Banjarmasin,-3.442,114.754,22,Kalimantan Selatan,04
3316,2020-04-01,23.5,32.0,26.7,87,0.0,8.7,6.0,350.0,2.0,C ,97630,489,Kab. Fak Fak,-2.91938,132.26496,33,Papua Barat,04
3317,2020-04-01,23.9,31.0,26.5,92,13.9,5.8,4.0,90.0,1.0,NW,97560,463,Kab. Biak Numfor,-1.19069,136.10361,32,Papua,04
3323,2020-04-01,25.6,33.2,28.4,84,0.8,3.9,4.0,190.0,2.0,C ,97698,486,Kota Jayapura,-2.53,140.72,32,Papua,04
3324,2020-04-01,24.6,31.6,28.5,80,2.2,8.5,6.0,340.0,3.0,N ,97760,494,Kab. Kaimana,-3.67,133.75,33,Papua Barat,04
3326,2020-04-01,25.4,32.2,28.6,82,6.9,9.6,7.0,260.0,3.0,N ,97502,497,Kota Sorong,-0.89118,131.28575,33,Papua Barat,04
3328,2020-04-01,23.4,31.2,26.8,87,2.7,9.0,4.0,330.0,2.0,SE,97682,461,Kab. Nabire,-3.3521,135.52,32,Papua,04
3329,2020-04-01,23.6,31.2,26.4,86,1.0,6.2,3.0,40.0,1.0,C ,97694,488,Kab. Manokwari,-1.47,134.19,33,Papua Barat,04
3330,2020-04-01,16.2,27.2,20.0,86,10.3,4.7,12.0,140.0,3.0,SE,97686,459,Kab. Jayawijaya,-4.08861,138.94639,32,Papua,04
3331,2020-04-01,24.5,29.8,25.9,97,1.5,1.0,3.0,200.0,1.0,C ,97796,466,Kab. Mimika,-4.53006,136.89348,32,Papua,04
3334,2020-04-01,23.4,31.8,25.2,93,0.5,5.5,4.0,290.0,1.0,C ,97048,427,Kab. Gorontalo,0.6385,122.8525,28,Gorontalo,04
3335,2020-04-01,25.0,30.8,27.4,86,5.2,4.9,3.0,200.0,1.0,N ,97086,380,Kab. Banggai,-1.04064,122.771,25,Sulawesi Tengah,04
3336,2020-04-01,24.2,28.6,25.8,94,4.8,2.3,2.0,45.0,0.0,C ,97012,370,Kab. Minahasa Utara,1.54585,124.9233,24,Sulawesi Utara,04
3337,2020-04-01,25.2,30.2,27.9,81,5.7,5.1,3.0,80.0,1.0,C ,97016,377,Kota Bitung,1.4431,125.1797,24,Sulawesi Utara,04
3338,2020-04-01,24.5,27.8,25.7,94,0.2,3.2,3.0,320.0,1.0,E ,97014,376,Kota Manado,1.54575,124.9234,24,Sulawesi Utara,04
3339,2020-04-01,24.0,31.0,26.9,84,12.0,5.7,3.0,290.0,1.0,C ,97120,437,Kab. Majene,-3.55074,118.98054,29,Sulawesi Barat,04
3340,2020-04-01,24.8,32.0,27.1,88,19.5,7.7,4.0,210.0,1.0,C ,97142,415,Kab. Kolaka,-4.18059,121.61077,27,Sulawesi Tenggara,04
3341,2020-04-01,20.5,28.0,23.1,91,88.2,2.1,3.0,240.0,1.0,C ,97124,408,Kab. Tana Toraja,-3.04524,119.81885,26,Sulawesi Selatan,04
3342,2020-04-01,21.6,25.1,22.3,94,0.6,2.6,4.0,340.0,2.0,N ,97010,376,Kota Manado,1.4434,124.8389,24,Sulawesi Utara,04
3343,2020-04-01,24.4,31.4,28.2,81,4.6,4.4,4.0,40.0,1.0,C ,97008,367,Kab. Kepulauan Sangihe,3.68594,125.52881,24,Sulawesi Utara,04
3344,2020-04-01,25.8,33.2,29.6,76,0.0,9.0,4.0,70.0,1.0,C ,96987,233,Kab. Banyuwangi,-8.215,114.3553,15,Jawa Timur,04
3345,2020-04-01,21.4,27.6,24.3,87,5.2,3.0,3.0,360.0,1.0,N ,96975,241,Kab. Nganjuk,-7.73486,111.76682,15,Jawa Timur,04
3346,2020-04-01,25.2,32.6,27.6,88,23.9,5.1,2.0,250.0,0.0,C ,97144,425,Kota Kendari,-3.9701,122.5895,27,Sulawesi Tenggara,04
3347,2020-04-01,23.9,32.0,26.5,90,52.4,4.3,3.0,190.0,1.0,W ,97150,419,Kab. Konawe Selatan,-4.056,122.449,27,Sulawesi Tenggara,04
